time_seconds,frame_number,people_in_frame,bicycles_in_frame,vehicles_in_frame,total_in_frame,total_people_counted,total_bicycles_counted,total_vehicles_counted,total_objects_counted,newly_counted_this_frame,detected_objects,total_detections
10.343666666666667,310,0,0,0,0,1,0,0,1,0,[],0
10.377033333333333,311,0,0,0,0,1,0,0,1,0,[],0
10.410400000000001,312,0,0,0,0,1,0,0,1,0,[],0
10.443766666666667,313,0,0,0,0,1,0,0,1,0,[],0
10.477133333333333,314,0,0,0,0,1,0,0,1,0,[],0
10.5105,315,0,0,0,0,1,0,0,1,0,[],0
10.543866666666666,316,0,0,0,0,1,0,0,1,0,[],0
10.577233333333334,317,0,0,0,0,1,0,0,1,0,[],0
10.6106,318,0,0,0,0,1,0,0,1,0,[],0
10.643966666666667,319,0,0,0,0,1,0,0,1,0,[],0
10.677333333333333,320,0,0,0,0,1,0,0,1,0,[],0
10.710700000000001,321,0,0,0,0,1,0,0,1,0,[],0
10.744066666666667,322,0,0,0,0,1,0,0,1,0,[],0
10.777433333333333,323,0,0,0,0,1,0,0,1,0,[],0
10.8108,324,0,0,0,0,1,0,0,1,0,[],0
10.844166666666666,325,0,0,0,0,1,0,0,1,0,[],0
10.877533333333334,326,0,0,0,0,1,0,0,1,0,[],0
10.9109,327,0,0,0,0,1,0,0,1,0,[],0
10.944266666666667,328,0,0,0,0,1,0,0,1,0,[],0
10.977633333333333,329,0,0,0,0,1,0,0,1,0,[],0
11.011000000000001,330,0,0,0,0,1,0,0,1,0,[],0
11.044366666666667,331,0,0,0,0,1,0,0,1,0,[],0
11.077733333333333,332,0,0,0,0,1,0,0,1,0,[],0
11.1111,333,0,0,0,0,1,0,0,1,0,[],0
11.144466666666666,334,0,0,0,0,1,0,0,1,0,[],0
11.177833333333334,335,0,0,0,0,1,0,0,1,0,[],0
11.2112,336,0,0,0,0,1,0,0,1,0,[],0
11.244566666666667,337,0,0,0,0,1,0,0,1,0,[],0
11.277933333333333,338,0,0,0,0,1,0,0,1,0,[],0
11.311300000000001,339,0,0,0,0,1,0,0,1,0,[],0
11.344666666666667,340,0,0,0,0,1,0,0,1,0,[],0
11.378033333333333,341,0,0,0,0,1,0,0,1,0,[],0
11.4114,342,0,0,0,0,1,0,0,1,0,[],0
11.444766666666666,343,0,0,0,0,1,0,0,1,0,[],0
11.478133333333334,344,0,0,0,0,1,0,0,1,0,[],0
11.5115,345,0,0,0,0,1,0,0,1,0,[],0
11.544866666666667,346,0,0,0,0,1,0,0,1,0,[],0
11.578233333333333,347,0,0,0,0,1,0,0,1,0,[],0
11.611600000000001,348,0,0,0,0,1,0,0,1,0,[],0
11.644966666666667,349,0,0,0,0,1,0,0,1,0,[],0
11.678333333333333,350,0,0,0,0,1,0,0,1,0,[],0
11.7117,351,0,0,0,0,1,0,0,1,0,[],0
11.745066666666666,352,0,0,0,0,1,0,0,1,0,[],0
11.778433333333334,353,0,0,0,0,1,0,0,1,0,[],0
